barometer1	barometer2	insideTemperature	ambientTemperature	light	gyroscope1	gyroscope2	gyroscope3	accelerometer1	accelerometer2	accelerometer3	timestamp
22.5	999.59	22.4375	18.40625	0.88	1.7547607421875	-19.775390625	-6.87408447265625	0.15185546875	-0.04638671875	-1.0048828125	1512055245233
22.5	999.59	22.4375	18.5	0.88	1.7547607421875	-19.775390625	-6.87408447265625	0.15185546875	-0.04638671875	-1.0048828125	1512055245909
22.5	999.59	22.4375	18.5	0.88	1.7547607421875	-19.775390625	-6.87408447265625	0.15185546875	-0.04638671875	-1.0048828125	1512055246314
22.5	999.59	22.4375	18.5	0.88	1.7547607421875	-19.775390625	-6.87408447265625	0.13330078125	0.000732421875	-0.91796875	1512055246584
22.5	999.59	22.4375	18.5	0.88	1.7547607421875	-19.775390625	-6.87408447265625	0.13330078125	0.000732421875	-0.91796875	1512055246854
22.5	999.59	22.4375	18.5	0.88	-3.509521484375	-10.64300537109375	-3.31878662109375	0.13330078125	0.000732421875	-0.91796875	1512055247124
22.5	999.59	22.4375	18.5	0.8	-3.509521484375	-10.64300537109375	-3.31878662109375	0.13330078125	0.000732421875	-0.91796875	1512055247393
22.5	999.59	22.4375	18.5625	0.8	-3.509521484375	-10.64300537109375	-3.31878662109375	0.13330078125	0.000732421875	-0.91796875	1512055248068
22.49	999.53	22.4375	18.5625	0.8	-3.509521484375	-10.64300537109375	-3.31878662109375	0.13330078125	0.000732421875	-0.91796875	1512055248474
22.49	999.53	22.4375	18.5625	0.8	-3.509521484375	-10.64300537109375	-3.31878662109375	0.089111328125	-0.074951171875	-1.017578125	1512055248812
22.49	999.53	22.4375	18.5625	0.8	-3.509521484375	-10.64300537109375	-3.31878662109375	0.089111328125	-0.074951171875	-1.017578125	1512055249082
22.49	999.53	22.4375	18.5625	0.8	-13.28277587890625	-23.01025390625	10.42938232421875	0.089111328125	-0.074951171875	-1.017578125	1512055249352
22.49	999.53	22.4375	18.5625	0.64	-13.28277587890625	-23.01025390625	10.42938232421875	0.089111328125	-0.074951171875	-1.017578125	1512055249621
22.49	999.53	22.4375	18.46875	0.64	-13.28277587890625	-23.01025390625	10.42938232421875	0.089111328125	-0.074951171875	-1.017578125	1512055250229
22.49	999.54	22.4375	18.46875	0.64	-13.28277587890625	-23.01025390625	10.42938232421875	0.089111328125	-0.074951171875	-1.017578125	1512055250633
22.49	999.54	22.4375	18.46875	0.64	-13.28277587890625	-23.01025390625	10.42938232421875	0.14501953125	0.1025390625	-1.03271484375	1512055250972
22.49	999.54	22.4375	18.46875	0.64	-13.28277587890625	-23.01025390625	10.42938232421875	0.14501953125	0.1025390625	-1.03271484375	1512055251309
22.49	999.54	22.4375	18.46875	0.64	12.6495361328125	-7.51495361328125	5.05828857421875	0.14501953125	0.1025390625	-1.03271484375	1512055251579
22.49	999.54	22.4375	18.46875	0.96	12.6495361328125	-7.51495361328125	5.05828857421875	0.14501953125	0.1025390625	-1.03271484375	1512055251848
22.49	999.54	22.4375	18.90625	0.96	12.6495361328125	-7.51495361328125	5.05828857421875	0.14501953125	0.1025390625	-1.03271484375	1512055252456
22.49	999.59	22.4375	18.90625	0.96	12.6495361328125	-7.51495361328125	5.05828857421875	0.14501953125	0.1025390625	-1.03271484375	1512055252861
22.49	999.59	22.4375	18.90625	0.96	12.6495361328125	-7.51495361328125	5.05828857421875	0.12646484375	0.10791015625	-1.005126953125	1512055253132
22.49	999.59	22.4375	18.90625	0.96	12.6495361328125	-7.51495361328125	5.05828857421875	0.12646484375	0.10791015625	-1.005126953125	1512055253402
22.49	999.59	22.4375	18.90625	0.96	-12.4053955078125	8.76617431640625	-4.84466552734375	0.12646484375	0.10791015625	-1.005126953125	1512055253672
22.49	999.59	22.4375	18.90625	1.1300000000000001	-12.4053955078125	8.76617431640625	-4.84466552734375	0.12646484375	0.10791015625	-1.005126953125	1512055253941
22.49	999.59	22.40625	18.71875	1.1300000000000001	-12.4053955078125	8.76617431640625	-4.84466552734375	0.12646484375	0.10791015625	-1.005126953125	1512055254548
22.49	999.62	22.40625	18.71875	1.1300000000000001	-12.4053955078125	8.76617431640625	-4.84466552734375	0.12646484375	0.10791015625	-1.005126953125	1512055254954
22.49	999.62	22.40625	18.71875	1.1300000000000001	-12.4053955078125	8.76617431640625	-4.84466552734375	0.1416015625	0.0205078125	-0.892578125	1512055255224
22.49	999.62	22.40625	18.71875	1.1300000000000001	-12.4053955078125	8.76617431640625	-4.84466552734375	0.1416015625	0.0205078125	-0.892578125	1512055255494
22.49	999.62	22.40625	18.71875	1.1300000000000001	17.9595947265625	-9.2010498046875	4.78363037109375	0.1416015625	0.0205078125	-0.892578125	1512055255764
22.49	999.62	22.40625	18.71875	1.29	17.9595947265625	-9.2010498046875	4.78363037109375	0.1416015625	0.0205078125	-0.892578125	1512055256034
